intent,utterance,type,example
ask_previous_score,Ky thuat co khi/ Ky thuat o to 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat co khi/ Ky thuat o to năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Ky thuat co khi/ Ky thuat o to lấy mấy điểm,indirect,
ask_previous_score,Ky thuat co khi/ Ky thuat o to 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat co khi/ Ky thuat o to 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat co khi/ Ky thuat o to 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat co khi/ Ky thuat o to năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Ky thuat co khi/ Ky thuat o to lấy mấy điểm,indirect,
ask_previous_score,Ky thuat co khi/ Ky thuat o to 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat co khi/ Ky thuat o to 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat co khi/ Ky thuat o to 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat đien năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Ky thuat đien lấy mấy điểm,indirect,
ask_previous_score,Ky thuat đien 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat đien 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat đien 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat đien năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 Ky thuat đien lấy mấy điểm,indirect,
ask_previous_score,Ky thuat đien 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat đien 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat đien 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat đien năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Ky thuat đien lấy mấy điểm,indirect,
ask_previous_score,Ky thuat đien 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat đien 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat đien 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat đien năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Ky thuat đien lấy mấy điểm,indirect,
ask_previous_score,Ky thuat đien 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat đien 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat đien 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat đien năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Ky thuat đien lấy mấy điểm,indirect,
ask_previous_score,Ky thuat đien 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat đien 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat đien 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat đieu khien va tu đong hoa năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Ky thuat đieu khien va tu đong hoa lấy mấy điểm,indirect,
ask_previous_score,Ky thuat đieu khien va tu đong hoa 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat đieu khien va tu đong hoa 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat đieu khien va tu đong hoa 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat đieu khien va tu đong hoa năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 Ky thuat đieu khien va tu đong hoa lấy mấy điểm,indirect,
ask_previous_score,Ky thuat đieu khien va tu đong hoa 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat đieu khien va tu đong hoa 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat đieu khien va tu đong hoa 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat đieu khien va tu đong hoa năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Ky thuat đieu khien va tu đong hoa lấy mấy điểm,indirect,
ask_previous_score,Ky thuat đieu khien va tu đong hoa 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat đieu khien va tu đong hoa 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat đieu khien va tu đong hoa 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat đieu khien va tu đong hoa năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Ky thuat đieu khien va tu đong hoa lấy mấy điểm,indirect,
ask_previous_score,Ky thuat đieu khien va tu đong hoa 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat đieu khien va tu đong hoa 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat đieu khien va tu đong hoa 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat đieu khien va tu đong hoa năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Ky thuat đieu khien va tu đong hoa lấy mấy điểm,indirect,
ask_previous_score,Ky thuat đieu khien va tu đong hoa 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat đieu khien va tu đong hoa 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat đieu khien va tu đong hoa 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kinh te xay dung năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Kinh te xay dung lấy mấy điểm,indirect,
ask_previous_score,Kinh te xay dung 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Kinh te xay dung 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Kinh te xay dung 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kinh te xay dung năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 Kinh te xay dung lấy mấy điểm,indirect,
ask_previous_score,Kinh te xay dung 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Kinh te xay dung 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Kinh te xay dung 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kinh te xay dung năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Kinh te xay dung lấy mấy điểm,indirect,
ask_previous_score,Kinh te xay dung 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Kinh te xay dung 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Kinh te xay dung 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kinh te xay dung năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Kinh te xay dung lấy mấy điểm,indirect,
ask_previous_score,Kinh te xay dung 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Kinh te xay dung 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Kinh te xay dung 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kinh te xay dung năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Kinh te xay dung lấy mấy điểm,indirect,
ask_previous_score,Kinh te xay dung 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Kinh te xay dung 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Kinh te xay dung 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quan ly xay dung/ Kinh te va quan ly đo thi năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Quan ly xay dung/ Kinh te va quan ly đo thi lấy mấy điểm,indirect,
ask_previous_score,Quan ly xay dung/ Kinh te va quan ly đo thi 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Kinh te va quan ly đo thi 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Kinh te va quan ly đo thi 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quan ly xay dung/ Kinh te va quan ly đo thi năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 Quan ly xay dung/ Kinh te va quan ly đo thi lấy mấy điểm,indirect,
ask_previous_score,Quan ly xay dung/ Kinh te va quan ly đo thi 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Kinh te va quan ly đo thi 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Kinh te va quan ly đo thi 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quan ly xay dung/ Kinh te va quan ly đo thi năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Quan ly xay dung/ Kinh te va quan ly đo thi lấy mấy điểm,indirect,
ask_previous_score,Quan ly xay dung/ Kinh te va quan ly đo thi 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Kinh te va quan ly đo thi 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Kinh te va quan ly đo thi 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quan ly xay dung/ Kinh te va quan ly đo thi năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Quan ly xay dung/ Kinh te va quan ly đo thi lấy mấy điểm,indirect,
ask_previous_score,Quan ly xay dung/ Kinh te va quan ly đo thi 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Kinh te va quan ly đo thi 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Kinh te va quan ly đo thi 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quan ly xay dung/ Kinh te va quan ly đo thi năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Quan ly xay dung/ Kinh te va quan ly đo thi lấy mấy điểm,indirect,
ask_previous_score,Quan ly xay dung/ Kinh te va quan ly đo thi 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Kinh te va quan ly đo thi 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Kinh te va quan ly đo thi 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quan ly xay dung/ Kinh te va quan ly bat đong san năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Quan ly xay dung/ Kinh te va quan ly bat đong san lấy mấy điểm,indirect,
ask_previous_score,Quan ly xay dung/ Kinh te va quan ly bat đong san 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Kinh te va quan ly bat đong san 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Kinh te va quan ly bat đong san 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quan ly xay dung/ Kinh te va quan ly bat đong san năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 Quan ly xay dung/ Kinh te va quan ly bat đong san lấy mấy điểm,indirect,
ask_previous_score,Quan ly xay dung/ Kinh te va quan ly bat đong san 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Kinh te va quan ly bat đong san 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Kinh te va quan ly bat đong san 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quan ly xay dung/ Kinh te va quan ly bat đong san năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Quan ly xay dung/ Kinh te va quan ly bat đong san lấy mấy điểm,indirect,
ask_previous_score,Quan ly xay dung/ Kinh te va quan ly bat đong san 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Kinh te va quan ly bat đong san 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Kinh te va quan ly bat đong san 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quan ly xay dung/ Kinh te va quan ly bat đong san năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Quan ly xay dung/ Kinh te va quan ly bat đong san lấy mấy điểm,indirect,
ask_previous_score,Quan ly xay dung/ Kinh te va quan ly bat đong san 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Kinh te va quan ly bat đong san 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Kinh te va quan ly bat đong san 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quan ly xay dung/ Kinh te va quan ly bat đong san năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Quan ly xay dung/ Kinh te va quan ly bat đong san lấy mấy điểm,indirect,
ask_previous_score,Quan ly xay dung/ Kinh te va quan ly bat đong san 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Kinh te va quan ly bat đong san 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Kinh te va quan ly bat đong san 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quan ly xay dung/ Quan ly ha tang năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Quan ly xay dung/ Quan ly ha tang lấy mấy điểm,indirect,
ask_previous_score,Quan ly xay dung/ Quan ly ha tang 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Quan ly ha tang 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Quan ly ha tang 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quan ly xay dung/ Quan ly ha tang năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 Quan ly xay dung/ Quan ly ha tang lấy mấy điểm,indirect,
ask_previous_score,Quan ly xay dung/ Quan ly ha tang 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Quan ly ha tang 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Quan ly ha tang 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quan ly xay dung/ Quan ly ha tang năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Quan ly xay dung/ Quan ly ha tang lấy mấy điểm,indirect,
ask_previous_score,Quan ly xay dung/ Quan ly ha tang 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Quan ly ha tang 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Quan ly ha tang 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quan ly xay dung/ Quan ly ha tang năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Quan ly xay dung/ Quan ly ha tang lấy mấy điểm,indirect,
ask_previous_score,Quan ly xay dung/ Quan ly ha tang 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Quan ly ha tang 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Quan ly ha tang 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quan ly xay dung/ Quan ly ha tang năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Quan ly xay dung/ Quan ly ha tang lấy mấy điểm,indirect,
ask_previous_score,Quan ly xay dung/ Quan ly ha tang 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Quan ly ha tang 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Quan ly ha tang 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quan ly xay dung/ Kiem toan đau tu xay dung năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Quan ly xay dung/ Kiem toan đau tu xay dung lấy mấy điểm,indirect,
ask_previous_score,Quan ly xay dung/ Kiem toan đau tu xay dung 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Kiem toan đau tu xay dung 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Kiem toan đau tu xay dung 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quan ly xay dung/ Kiem toan đau tu xay dung năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 Quan ly xay dung/ Kiem toan đau tu xay dung lấy mấy điểm,indirect,
ask_previous_score,Quan ly xay dung/ Kiem toan đau tu xay dung 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Kiem toan đau tu xay dung 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Kiem toan đau tu xay dung 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quan ly xay dung/ Kiem toan đau tu xay dung năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Quan ly xay dung/ Kiem toan đau tu xay dung lấy mấy điểm,indirect,
ask_previous_score,Quan ly xay dung/ Kiem toan đau tu xay dung 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Kiem toan đau tu xay dung 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Kiem toan đau tu xay dung 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quan ly xay dung/ Kiem toan đau tu xay dung năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Quan ly xay dung/ Kiem toan đau tu xay dung lấy mấy điểm,indirect,
ask_previous_score,Quan ly xay dung/ Kiem toan đau tu xay dung 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Kiem toan đau tu xay dung 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Kiem toan đau tu xay dung 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quan ly xay dung/ Kiem toan đau tu xay dung năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Quan ly xay dung/ Kiem toan đau tu xay dung lấy mấy điểm,indirect,
ask_previous_score,Quan ly xay dung/ Kiem toan đau tu xay dung 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Kiem toan đau tu xay dung 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Quan ly xay dung/ Kiem toan đau tu xay dung 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quan ly Du an năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Quan ly Du an lấy mấy điểm,indirect,
ask_previous_score,Quan ly Du an 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Quan ly Du an 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Quan ly Du an 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quan ly Du an năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 Quan ly Du an lấy mấy điểm,indirect,
ask_previous_score,Quan ly Du an 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Quan ly Du an 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Quan ly Du an 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quan ly Du an năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Quan ly Du an lấy mấy điểm,indirect,
ask_previous_score,Quan ly Du an 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Quan ly Du an 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Quan ly Du an 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quan ly Du an năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Quan ly Du an lấy mấy điểm,indirect,
ask_previous_score,Quan ly Du an 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Quan ly Du an 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Quan ly Du an 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quan ly Du an năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Quan ly Du an lấy mấy điểm,indirect,
ask_previous_score,Quan ly Du an 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Quan ly Du an 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Quan ly Du an 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Logistics va Quan ly chuoi cung ung năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Logistics va Quan ly chuoi cung ung lấy mấy điểm,indirect,
ask_previous_score,Logistics va Quan ly chuoi cung ung 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Logistics va Quan ly chuoi cung ung 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Logistics va Quan ly chuoi cung ung 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Logistics va Quan ly chuoi cung ung năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 Logistics va Quan ly chuoi cung ung lấy mấy điểm,indirect,
ask_previous_score,Logistics va Quan ly chuoi cung ung 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Logistics va Quan ly chuoi cung ung 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Logistics va Quan ly chuoi cung ung 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Logistics va Quan ly chuoi cung ung năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Logistics va Quan ly chuoi cung ung lấy mấy điểm,indirect,
ask_previous_score,Logistics va Quan ly chuoi cung ung 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Logistics va Quan ly chuoi cung ung 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Logistics va Quan ly chuoi cung ung 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Logistics va Quan ly chuoi cung ung năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Logistics va Quan ly chuoi cung ung lấy mấy điểm,indirect,
ask_previous_score,Logistics va Quan ly chuoi cung ung 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Logistics va Quan ly chuoi cung ung 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Logistics va Quan ly chuoi cung ung 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Logistics va Quan ly chuoi cung ung năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Logistics va Quan ly chuoi cung ung lấy mấy điểm,indirect,
ask_previous_score,Logistics va Quan ly chuoi cung ung 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Logistics va Quan ly chuoi cung ung 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Logistics va Quan ly chuoi cung ung 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Logistics va Quan ly chuoi cung ung/ Logistics đo thi năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Logistics va Quan ly chuoi cung ung/ Logistics đo thi lấy mấy điểm,indirect,
ask_previous_score,Logistics va Quan ly chuoi cung ung/ Logistics đo thi 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Logistics va Quan ly chuoi cung ung/ Logistics đo thi 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Logistics va Quan ly chuoi cung ung/ Logistics đo thi 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Logistics va Quan ly chuoi cung ung/ Logistics đo thi năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 Logistics va Quan ly chuoi cung ung/ Logistics đo thi lấy mấy điểm,indirect,
ask_previous_score,Logistics va Quan ly chuoi cung ung/ Logistics đo thi 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Logistics va Quan ly chuoi cung ung/ Logistics đo thi 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Logistics va Quan ly chuoi cung ung/ Logistics đo thi 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Logistics va Quan ly chuoi cung ung/ Logistics đo thi năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Logistics va Quan ly chuoi cung ung/ Logistics đo thi lấy mấy điểm,indirect,
ask_previous_score,Logistics va Quan ly chuoi cung ung/ Logistics đo thi 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Logistics va Quan ly chuoi cung ung/ Logistics đo thi 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Logistics va Quan ly chuoi cung ung/ Logistics đo thi 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Logistics va Quan ly chuoi cung ung/ Logistics đo thi năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Logistics va Quan ly chuoi cung ung/ Logistics đo thi lấy mấy điểm,indirect,
ask_previous_score,Logistics va Quan ly chuoi cung ung/ Logistics đo thi 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Logistics va Quan ly chuoi cung ung/ Logistics đo thi 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Logistics va Quan ly chuoi cung ung/ Logistics đo thi 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Logistics va Quan ly chuoi cung ung/ Logistics đo thi năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Logistics va Quan ly chuoi cung ung/ Logistics đo thi lấy mấy điểm,indirect,
ask_previous_score,Logistics va Quan ly chuoi cung ung/ Logistics đo thi 2024 tổ hợp A00 điểm bao nhiêu,followup,
